CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
8539968,2017,2018-01-27,3801,2017-12-05,1717,2228,CENTR,2,5,7,3801,0,0,0,,0,3A41D,"COLUMBUS AV","PACIFIC AV",25.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,07,21658,A,N,B,C,A,A,H,-,C,D,0,,,Y,,Y,,A,01,0,0,1,0,0,0,0,0,1,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40545782,37.79710266
8539964,2017,2018-01-27,3801,2017-12-05,2029,2719,BAYVI,2,5,7,3801,0,0,0,,0,003,"INNES AV","GRIFFITH ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,11,21954,A,N,G,B,D,A,H,-,C,-,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.37574,37.73200998
8539960,2017,2018-01-27,3801,2017-12-06,0018,2203,CENTR,3,5,7,3801,0,0,0,,0,2CAR,"MONTGOMERY ST","CALIFORNIA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,D,-,00,,,N,D,C,A,A,H,-,C,A,0,,,,,Y,,-,-,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40276998,37.79288992
8539956,2017,2018-01-27,3801,2017-12-03,2133,155,SOUTH,7,5,7,3801,0,0,0,,0,006,"TREASURE ISLAND RD","MACALLA RD",2112.00,S,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,04,21703,,F,C,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.36854885,37.80883115
8539952,2017,2018-01-27,3801,2017-12-10,1730,A23067,INGLE,7,5,7,3801,0,0,0,,0,3H16D,"SAN BRUNO AV","TEDDY AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,G,B,D,A,H,-,B,D,0,Y,,,,Y,,-,-,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40213995,37.71302999
8539948,2017,2018-01-27,3801,2017-12-09,1545,2097,MISSI,6,5,7,3801,0,0,0,,0,3D11D,"CASTRO ST","20TH ST",136.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,C,03,0,1,0,0,0,0,0,0,1,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43465739,37.75731728
8539944,2017,2018-01-27,3801,2017-12-02,1310,2450,INGLE,6,5,7,3801,0,0,0,,0,3H2C,"BRAZIL AV","PARIS AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43320989,37.72393998
8539940,2017,2018-01-27,3801,2017-12-07,0928,A11062,RICHM,4,5,7,3801,0,0,0,,0,3G58,"MARTIN LUTHER KING JR DR","TRANSVERSE DR",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47829989,37.76589993
8539936,2017,2018-01-27,3801,2017-12-07,0934,30,NORTH,4,5,7,3801,0,0,0,,0,3E11A,"OAK ST","WEBSTER ST",216.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,06,21755,A,N,B,C,A,A,H,-,A,D,0,,,,,Y,,-,,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.42986929,37.77408199
8539932,2017,2018-01-27,3801,2017-12-07,1109,1116,,4,5,7,3801,0,0,0,,0,3D6A,"POTRERO AV","21ST ST",75.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,5,A,-,07,21658,A,N,B,E,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40680153,37.75796533
8539928,2017,2018-01-27,3801,2017-12-07,1334,2700,SOUTH,4,5,7,3801,0,0,0,,0,3B15C,"8TH ST","HOWARD ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,F,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41158998,37.77622995
8539924,2017,2018-01-27,3801,2017-12-07,1605,A20979,SOUTH,4,5,7,3801,0,0,0,,0,3B14D,"7TH ST","BRANNAN ST",0.00,,Y,A,-,N,,,,,,,,,,,4,0,1,2,A,-,10,21950,A,F,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40320996,37.77304998
8539920,2017,2018-02-13,3801,2017-12-30,1101,299,RICHM,6,5,7,3801,0,0,0,,0,3G13A,"FULTON ST","ARGUELLO BL",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,6,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,2,2,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.45834993,37.7742899
8539919,2017,2018-01-26,3801,2017-12-15,0740,2740,BAYVI,5,5,7,3801,0,0,0,,0,3C13A,"BEATRICE LN","LILLIAN ST",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,03,22350,,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,1,0,0,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.38114992,37.73136996
8539918,2017,2018-01-26,3801,2017-12-18,0825,1817,CENTE,1,5,7,3801,0,0,0,,0,3A13D,"MASON ST","LOMBARD ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,A,B,B,A,H,-,A,A,0,Y,,,,Y,,-,-,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41300996,37.80281992
8539917,2017,2018-01-30,3801,2017-12-07,2000,4140,TARAV,4,5,7,3801,0,0,0,,0,3I16D,"LAKE MERCED BL","LAKE MERCED HILL",344.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.48540916,37.71222404
8539916,2017,2018-01-26,3801,2017-12-27,1849,4041,TARAV,3,5,7,3801,0,0,0,,0,3II1D,"9TH AV","LAWTON ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,22450,,N,D,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.46593995,37.75843993
8539915,2017,2018-01-26,3801,2017-12-18,0716,322,INGLE,1,5,7,3801,0,0,0,,0,3H13A,"SAN JUAN AV","ALEMANY BL",182.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,5,A,-,03,22350,,N,H,E,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43651751,37.72457649
8539914,2017,2018-01-26,3801,2017-12-18,0845,4341,PARK,1,5,7,3801,0,0,0,,0,3F60,"WOODSIDE AV","IDORA AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,17,21200,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.45463991,37.74609992
8539913,2017,2018-01-30,3801,2017-12-08,1710,1906,NORTH,5,5,7,3801,0,0,0,,0,3E5,"FILLMORE ST","BAY ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21801,B,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43664989,37.80269993
8539912,2017,2018-01-26,3801,2017-12-04,0210,2093,NORTH,1,5,7,3801,0,0,0,,0,3E13E,"FILLMORE ST","GEARY BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,6,2,A,-,12,21453,A,N,B,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,6,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43294989,37.78452997
8539911,2017,2018-01-26,3801,2017-12-19,1550,1682,TARAV,2,5,7,3801,0,0,0,,0,4CAR,"SLOAT AV","JUNIPERO SERRA BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,00,21483,A,N,D,C,A,A,H,-,B,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47152993,37.73475998
8539910,2017,2018-01-26,3801,2017-12-18,1053,1530,RICHM,1,5,7,3801,0,0,0,,0,3G60,"BAKER ST","PINE ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,3,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,1,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.44355995,37.78668995
8539909,2017,2018-01-30,3801,2017-12-09,1453,385,NORTH,6,5,7,3801,0,0,0,,0,3E95A,"MARKET ST","1ST ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,1,D,-,00,,,N,H,A,A,A,H,-,A,D,0,,Y,,,Y,,-,-,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.39913993,37.79104989
8539908,2017,2018-01-26,3801,2017-12-04,1400,A21521,SOUTH,1,5,7,3801,0,0,0,,0,0B4,"10TH ST","HARRISON ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41124993,37.77159996
8539907,2017,2018-01-26,3801,2017-12-19,1620,A08061,BAYVI,2,5,7,3801,0,0,0,,0,3C15,"3RD ST","ARMSTRONG AV",35.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22108,,N,B,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.39362841,37.7271303
8539906,2017,2018-01-26,3801,2017-12-13,1324,A20726,BAYV,3,5,7,3801,0,0,0,,0,3C1C,"3RD ST","FAIRFAX AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.38828999,37.74196996
8539904,2017,2018-02-13,3801,2017-12-02,1900,916,BAYV,6,5,7,3801,0,0,0,,0,3C12D,"PHELPS ST","VESTA ST",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,10,21950,A,F,G,B,B,A,H,-,C,-,0,Y,,,,Y,,A,07,1,0,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.39984991,37.73029992
8539903,2017,2018-06-08,3801,2017-10-06,0013,1242,CENTR,5,5,7,3801,0,0,0,,0,3A15E,"CLAY ST","BATTERY ST",0.00,,Y,C,G,N,,,,,,,,,,Y,4,0,2,2,A,-,17,21657,,N,A,C,A,B,H,-,C,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40034999,37.79499989
8539902,2017,2018-01-26,3801,2017-12-13,1618,1636,ARAVA,3,5,7,3801,0,0,0,,0,3I3D,"NORIEGA ST","31ST AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,C,N,G,B,C,A,H,-,A,D,0,Y,,,,Y,,A,01,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.48932991,37.75366992
8539900,2017,2018-01-26,3801,2017-12-01,1025,A21693,CENTA,5,5,7,3801,0,0,0,,0,003,"MASON ST","BAY ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,00,21860,A,N,G,B,B,A,H,-,A,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41358996,37.80562998
8539899,2017,2018-01-26,3801,2017-12-20,1605,344,SOUTH,3,5,7,3801,0,0,0,,0,001,"2ND ST","HOWARD ST",17.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21955,,N,G,B,D,A,H,-,A,A,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.39820894,37.78675655
8539898,2017,2018-02-13,3801,2017-12-13,1845,207,TENDE,3,5,7,3801,0,0,0,,0,3J14D,"TURK ST","JONES ST",239.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,3,A,-,17,22517,,F,B,E,A,A,H,-,C,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41322755,37.78289969
8539896,2017,2018-01-26,3801,2017-12-01,1305,379,RICHM,5,5,7,3801,0,0,0,,0,0G4,"33RD AV","CLEMENT ST",18.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21954,A,N,G,B,D,A,H,-,A,A,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.49342636,37.78156064
8539895,2017,2018-01-26,3801,2017-12-21,2325,451,MISSI,4,5,7,3801,0,0,0,,0,3D17E,"VALENCIA ST","17TH ST",290.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22102,,N,D,G,A,A,H,-,C,D,0,,Y,,,Y,Y,A,01,0,1,0,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.42181402,37.7640945
8539893,2017,2018-01-30,3801,2017-12-09,1607,2737,RICHM,6,5,7,3801,0,0,0,,0,,"CROSSOVER DR","MARTIN LUTHER KING DR",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47737996,37.76604
8539892,2017,2018-01-26,3801,2017-12-01,1421,A22586,TARAV,5,5,7,3801,0,0,0,,0,3II3B,"LINCOLN WY","19TH AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,B,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47732995,37.76543991
8539891,2017,2018-01-26,3801,2017-12-23,1735,4102,E,6,5,7,3801,0,0,0,,0,3E12C,"MARKET ST","HYDE ST",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,F,G,-,B,A,H,-,B,A,0,Y,,,,Y,,-,,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41475996,37.77870988
8539890,2017,2018-01-26,3801,2017-12-14,0935,1794,TENDE,4,5,7,3801,0,0,0,,0,4B1I,"6TH ST","JESSIE ALY",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,-,A,A,H,-,-,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40920997,37.78139999
8539888,2017,2018-01-26,3801,2017-12-01,1851,392,TENDE,5,5,7,3801,0,0,0,,0,3J13D,"MARKET ST","8TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21954,A,N,-,B,E,A,H,-,C,A,0,Y,,,,Y,,N,60,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41475996,37.77870988
8539887,2017,2018-01-26,3801,2017-12-25,2237,00112,CENTR,1,5,7,3801,0,0,0,,0,3A4D,"ROSS ALY","WASHINGTON ST",45.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,00,21957,A,N,G,B,E,A,H,-,C,D,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40730414,37.79519213
8539886,2017,2018-01-26,3801,2017-12-15,1640,4041,TARAV,5,5,7,3801,0,0,0,,0,3II3D,"45TH AV","NORIEGA ST",295.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,05,21650,,N,D,E,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.50439625,37.75380919
8539885,2017,2018-02-12,3801,2017-12-11,1613,309,INGLE,1,5,7,3801,0,0,0,,0,0H2,"DIAMOND HEIGHTS BL","DIAMOND ST",175.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,F,G,B,D,A,H,-,A,D,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43685093,37.73855461
8539884,2017,2018-01-26,3801,2017-12-01,1935,A10726,N,5,5,7,3801,0,0,0,,0,00N,"OCTAVIA ST","BROADWAY ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,D,B,B,A,H,-,C,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.42833991,37.79510989
8539883,2017,2018-01-26,3801,2017-12-26,1844,278,TARAV,2,5,7,3801,0,0,0,,0,3I15D,"BUCKINGHAM ST","19TH AV",20.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47516912,37.72570777
8539882,2017,2018-01-26,3801,2017-12-16,1447,198,MISIS,6,5,7,3801,0,0,0,,0,3D11C,"29TH AV","CABRILLO ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,1,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.48860991,37.7742399
8539880,2017,2018-01-26,3801,2017-12-01,2004,2239,INDLE,5,5,7,3801,0,0,0,,0,3H13D,"MISSION ST","SILVER AV",30.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,1,C,-,18,,,N,H,J,A,A,H,-,C,A,0,,Y,,,Y,,-,-,0,1,0,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43121708,37.72880554
8539879,2017,2018-01-26,3801,2017-12-22,1630,4132,MISSI,5,5,7,3801,0,0,0,,0,3D15D,"VALENCIA ST","14TH ST",0.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,B,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.42217989,37.76814989
8539878,2017,2018-01-26,3801,2017-12-12,1100,A10359,TARAV,2,5,7,3801,0,0,0,,0,3II3A,"VICENTE ST","37TH AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.49470987,37.7384799
8539876,2017,2018-01-25,3801,2017-12-02,2328,375,RICHM,6,5,7,3801,0,0,0,,0,901,"FULTON ST","FUNSTON AV",0.00,,Y,C,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,G,B,B,B,H,-,C,A,0,Y,,,,Y,,A,01,0,0,1,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47124,37.77314989
8539875,2017,2018-03-03,3801,2017-12-26,1349,1796,RICHM,2,5,7,3801,0,0,0,,0,0G4,"GEARY BL","25TH AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,12,21453,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.48473993,37.78015988
8539874,2017,2018-01-26,3801,2017-12-12,1736,1994,TENDE,2,5,7,3801,0,0,0,,0,4B3G,"LEAVENWORTH ST","TURK ST",145.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21955,,N,G,B,D,A,H,-,C,D,0,Y,,,,Y,,N,60,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41412444,37.78319266
8539872,2017,2018-01-26,3801,2017-12-01,0415,A21283,TARAV,5,5,7,3801,0,0,0,,0,3191,"SUNSET BL","ULLOA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,01,23152,A,N,E,J,A,A,H,-,C,A,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.49439991,37.74035995
8539871,2017,2018-01-26,3801,2017-12-27,1520,2100,RICHM,3,5,7,3801,0,0,0,,0,3G13D,"CLEMENT ST","PARK PRESIDIO BL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,04,21703,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.47246995,37.78257992
8539870,2017,2018-01-26,3801,2017-12-12,1829,329,NORHT,2,5,7,3801,0,0,0,,0,3E41C,"HAYES ST","SCOTT ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,G,B,B,A,D,-,C,D,0,Y,,,,Y,,-,-,0,1,0,0,1,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.4361399,37.77519999
8539869,2017,2018-03-16,3801,2017-12-13,0235,A22058,E,3,5,7,3801,0,0,0,,0,005,"SCOTT ST","FRANCISCO ST",87.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23152,A,N,A,E,A,A,H,-,C,D,0,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.44131483,37.8008737
8539868,2017,2018-01-26,3801,2017-12-01,0139,942,SOUTH,5,5,7,3801,0,0,0,,0,003,"MISSION ST","8TH ST",133.00,E,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,01,23152,A,N,C,C,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.41283305,37.7777172
8539867,2017,2018-03-03,3801,2017-12-27,1530,642,SOUTH,3,5,7,3801,0,0,0,,0,002,"5TH ST","CLARA ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21800,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.40237988,37.7794499
8539866,2017,2018-01-26,3801,2017-12-08,1226,2234,,5,5,7,3801,0,0,0,,0,3II6B,"ASHTON AV","GRAFTON AV",145.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,21,22106,,N,D,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.46226236,37.72040834
8539864,2017,2018-01-26,3801,2017-12-04,2049,A06498,INGLE,1,5,7,3801,0,0,0,,0,0H4,"ALEMANY BL","SILVER AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,C,B,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.43337993,37.72984996
8539863,2017,2018-01-26,3801,2017-12-27,2020,1279,BAYVI,3,5,7,3801,0,0,0,,0,3C11D,"ILLINOIS ST","20TH ST",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,08,22107,,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,-,-,,,"SAN FRANCISCO","SAN FRANCISCO",-122.38757986,37.7605599
